# Farside Investors「Ethereum ETF Flow – All Data (US$m)」を 2026-09-22 にコピーしたもの
# 形式: 日付|ETHA,ETHB,FETH,ETHW,TETH,ETHV,QETH,EZET,MSSE,ETHE,ETH,Total
# 括弧はマイナス、「-」は値なし
09 Oct 2024|0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
10 Oct 2024|17.8,-,(3.5),(4.2),0.0,0.0,0.0,0.0,-,(10.3),3.3,3.1
11 Oct 2024|0.0,-,8.6,0.0,0.0,0.0,0.0,0.0,-,(8.7),0.0,(0.1)
14 Oct 2024|14.3,-,1.3,0.0,0.4,0.0,1.0,0.0,-,0.0,0.0,17.0
15 Oct 2024|0.0,-,2.6,0.0,0.0,0.0,0.0,0.0,-,(15.3),0.0,(12.7)
16 Oct 2024|11.9,-,8.5,0.0,0.0,3.8,0.0,0.0,-,0.0,0.0,24.2
17 Oct 2024|23.6,-,31.1,1.5,2.3,0.0,0.5,0.0,-,(15.7),5.1,48.4
18 Oct 2024|0.0,-,0.0,1.9,0.0,0.0,0.0,0.0,-,0.0,0.0,1.9
21 Oct 2024|4.9,-,0.0,0.0,0.0,3.9,0.0,0.0,-,(29.6),0.0,(20.8)
22 Oct 2024|11.9,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,11.9
23 Oct 2024|0.0,-,6.2,0.0,1.6,0.0,1.0,0.0,-,(7.6),0.0,1.2
24 Oct 2024|2.3,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,2.3
25 Oct 2024|0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,-,(19.2),0.0,(19.2)
28 Oct 2024|2.3,-,5.0,0.0,0.0,0.0,0.0,0.0,-,(8.4),0.0,(1.1)
29 Oct 2024|13.6,-,0.0,0.0,0.0,0.0,0.0,0.0,-,(6.0),0.0,7.6
30 Oct 2024|0.0,-,5.3,(3.6),2.7,0.0,0.0,0.0,-,0.0,0.0,4.4
31 Oct 2024|49.6,-,0.0,0.0,0.0,0.0,0.0,0.0,-,(36.6),0.0,13.0
01 Nov 2024|0.0,-,0.0,0.0,0.0,0.0,0.5,0.0,-,(11.4),0.0,(10.9)
04 Nov 2024|11.0,-,(31.5),0.0,0.0,0.0,0.0,0.0,-,(10.8),(31.9),(63.2)
05 Nov 2024|0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
06 Nov 2024|0.0,-,26.9,0.0,0.0,0.0,0.0,0.0,-,0.0,25.4,52.3
07 Nov 2024|23.7,-,28.9,6.6,0.0,12.7,2.3,0.0,-,0.0,5.5,79.7
08 Nov 2024|59.8,-,18.4,3.4,0.0,4.3,0.0,0.0,-,0.0,0.0,85.9
11 Nov 2024|101.1,-,115.5,15.6,0.0,0.0,0.0,0.0,-,0.0,63.3,295.5
12 Nov 2024|131.4,-,0.0,17.0,2.0,6.0,0.0,0.0,-,(33.2),12.7,135.9
13 Nov 2024|35.6,-,101.7,13.0,0.0,0.0,0.0,0.0,-,(5.6),2.2,146.9
14 Nov 2024|18.9,-,0.0,0.0,0.0,(1.1),0.9,0.0,-,(21.9),0.0,(3.2)
15 Nov 2024|0.0,-,(18.4),0.0,0.0,(1.1),0.0,0.0,-,(40.3),0.0,(59.8)
18 Nov 2024|(23.9),-,3.2,0.0,0.0,0.0,0.0,0.0,-,(13.3),(5.1),(39.1)
19 Nov 2024|(14.2),-,(46.7),0.0,0.0,0.0,0.0,0.0,-,(20.4),0.0,(81.3)
20 Nov 2024|16.7,-,(30.7),0.0,0.0,0.0,0.0,0.0,-,(16.3),-,(30.3)
21 Nov 2024|0.0,-,16.8,2.9,0.0,2.5,0.0,0.0,-,(27.1),(4.1),(9.0)
22 Nov 2024|99.7,-,5.8,5.0,0.0,0.0,0.0,0.0,-,(18.6),(0.6),91.3
25 Nov 2024|0.0,-,4.4,8.7,(1.2),2.6,0.0,0.0,-,(7.6),(4.0),2.9
26 Nov 2024|50.1,-,(1.7),0.0,(2.8),0.0,(1.2),0.0,-,(20.1),16.3,40.6
27 Nov 2024|0.0,-,38.0,1.6,0.0,13.2,0.0,0.0,-,0.0,37.3,90.1
28 Nov 2024|-,-,-,-,-,-,-,-,-,-,-,0.0
29 Nov 2024|250.4,-,79.1,0.0,0.0,0.0,0.0,0.0,-,0.0,3.4,332.9
02 Dec 2024|55.9,-,19.9,0.0,0.0,0.0,(7.2),0.0,-,(44.4),0.0,24.2
03 Dec 2024|65.3,-,73.7,0.0,0.0,0.0,0.0,0.0,-,(6.4),0.0,132.6
04 Dec 2024|124.4,-,40.7,0.0,0.0,0.0,0.0,0.0,-,(6.2),8.8,167.7
05 Dec 2024|292.7,-,113.6,6.6,0.0,0.0,0.0,0.0,-,(15.1),30.7,428.5
06 Dec 2024|34.6,-,47.9,13.4,(6.9),1.5,0.0,0.0,-,(29.6),22.9,83.8
09 Dec 2024|155.4,-,30.1,(13.0),(4.1),0.0,0.0,0.0,-,(27.4),8.8,149.8
10 Dec 2024|81.7,-,202.2,0.0,0.0,0.0,0.0,0.0,-,(4.0),25.8,305.7
11 Dec 2024|74.2,-,0.0,8.2,0.0,5.6,0.0,2.9,-,(2.3),13.4,102.0
12 Dec 2024|202.3,-,19.4,0.0,1.6,0.0,0.0,0.0,-,(22.8),73.2,273.7
13 Dec 2024|9.5,-,6.9,0.0,0.0,0.0,0.0,0.0,-,7.2,0.0,23.6
16 Dec 2024|30.7,-,4.1,8.7,0.0,0.0,0.0,0.0,-,0.0,7.6,51.1
17 Dec 2024|134.8,-,3.9,0.0,0.0,0.0,0.0,1.5,-,0.0,4.5,144.7
18 Dec 2024|81.9,-,0.0,(14.6),0.0,0.0,0.0,0.0,-,(49.2),(15.6),2.5
19 Dec 2024|0.0,-,5.1,(6.8),0.0,4.9,(2.4),0.0,-,(58.1),(3.2),(60.5)
20 Dec 2024|(103.7),-,13.0,0.0,0.0,0.0,0.0,0.0,-,7.5,8.1,(75.1)
23 Dec 2024|89.5,-,46.4,1.0,0.0,0.0,0.0,0.0,-,0.0,(6.1),130.8
24 Dec 2024|43.9,-,3.5,6.2,0.0,0.0,0.0,0.0,-,0.0,0.0,53.6
25 Dec 2024|-,-,-,-,-,-,-,-,-,-,-,0.0
26 Dec 2024|28.2,-,83.0,0.0,0.0,0.0,0.0,0.0,-,0.0,6.0,117.2
27 Dec 2024|20.2,-,27.5,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,47.7
30 Dec 2024|0.0,-,(20.4),0.0,0.0,0.0,0.0,(3.9),-,(17.4),(13.8),(55.5)
31 Dec 2024|0.0,-,31.8,0.0,0.0,0.0,0.0,0.0,-,(5.6),9.8,36.0
01 Jan 2025|-,-,-,-,-,-,-,-,-,-,-,0.0
02 Jan 2025|0.0,-,0.0,(56.1),0.0,0.0,0.0,0.0,-,(21.4),0.0,(77.5)
03 Jan 2025|33.9,-,27.1,0.0,0.0,0.0,0.0,0.0,-,(7.2),5.1,58.9
06 Jan 2025|124.1,-,4.6,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,128.7
07 Jan 2025|0.0,-,(67.6),0.0,0.0,0.0,0.0,0.0,-,(8.0),(11.2),(86.8)
08 Jan 2025|0.0,-,(147.7),0.0,0.0,0.0,0.0,0.0,-,(8.3),(3.4),(159.4)
09 Jan 2025|-,-,-,-,-,-,-,-,-,-,-,0.0
10 Jan 2025|0.0,-,(65.4),(3.1),0.0,0.0,0.0,0.0,-,0.0,0.0,(68.5)
13 Jan 2025|12.9,-,0.0,0.0,0.0,0.0,0.0,0.0,-,(14.5),(37.8),(39.4)
14 Jan 2025|0.0,-,0.0,1.2,0.0,0.0,0.0,0.0,-,0.0,0.0,1.2
15 Jan 2025|19.8,-,29.3,0.0,0.0,2.5,0.0,0.0,-,0.0,8.1,59.7
16 Jan 2025|111.2,-,70.0,0.0,0.0,0.0,0.0,0.0,-,(18.7),4.1,166.6
17 Jan 2025|7.4,-,14.0,2.5,0.0,0.0,0.0,0.0,-,0.0,0.0,23.9
20 Jan 2025|-,-,-,-,-,-,-,-,-,-,-,0.0
21 Jan 2025|56.3,-,3.3,3.1,0.0,3.6,0.0,0.0,-,(4.4),12.5,74.4
22 Jan 2025|79.1,-,9.0,0.0,0.0,0.0,0.0,0.0,-,(17.4),0.0,70.7
23 Jan 2025|0.0,-,7.3,(3.0),0.0,0.0,0.0,0.0,-,(22.3),3.1,(14.9)
24 Jan 2025|0.0,-,0.0,6.0,1.2,0.0,2.0,0.0,-,0.0,0.0,9.2
27 Jan 2025|20.7,-,(68.5),(4.2),0.0,0.0,0.0,0.0,-,(84.2),0.0,(136.2)
28 Jan 2025|0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
29 Jan 2025|9.5,-,5.5,(4.0),0.0,0.0,0.0,0.0,-,(15.7),0.0,(4.7)
30 Jan 2025|79.9,-,15.4,0.0,0.0,0.0,0.0,0.0,-,(40.3),12.8,67.8
31 Jan 2025|57.3,-,0.0,0.0,0.0,2.4,0.0,0.0,-,(31.9),0.0,27.8
03 Feb 2025|0.0,-,49.7,0.0,5.2,0.0,0.0,0.0,-,15.9,12.8,83.6
04 Feb 2025|276.2,-,27.5,4.1,0.0,0.0,0.0,0.0,-,0.0,0.0,307.8
05 Feb 2025|0.0,-,20.1,0.0,0.0,0.0,0.0,0.0,-,(7.2),5.2,18.1
06 Feb 2025|10.7,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,10.7
07 Feb 2025|0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
10 Feb 2025|0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,-,(22.5),0.0,(22.5)
11 Feb 2025|12.6,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,12.6
12 Feb 2025|0.0,-,(10.7),0.0,0.0,0.0,0.0,0.0,-,(30.2),0.0,(40.9)
13 Feb 2025|12.0,-,4.6,0.0,0.0,0.0,0.0,0.0,-,(3.8),0.0,12.8
14 Feb 2025|0.0,-,11.7,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,11.7
17 Feb 2025|-,-,-,-,-,-,-,-,-,-,-,0.0
18 Feb 2025|0.0,-,4.6,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,4.6
19 Feb 2025|0.0,-,24.5,0.0,0.0,0.0,0.0,0.0,-,(5.5),0.0,19.0
20 Feb 2025|0.0,-,(2.8),0.0,0.0,0.0,0.0,0.0,-,(10.3),0.0,(13.1)
21 Feb 2025|0.0,-,0.0,(8.9),0.0,0.0,0.0,0.0,-,0.0,0.0,(8.9)
24 Feb 2025|(48.2),-,0.0,(9.7),0.0,0.0,0.0,0.0,-,(15.4),(4.7),(78.0)
25 Feb 2025|0.0,-,(12.5),(8.2),0.0,0.0,0.0,0.0,-,(27.1),(2.3),(50.1)
26 Feb 2025|(69.8),-,(18.4),(2.8),0.0,0.0,0.0,0.0,-,(3.3),0.0,(94.3)
27 Feb 2025|(26.1),-,(25.5),0.0,0.0,0.0,0.0,0.0,-,(19.6),0.0,(71.2)
28 Feb 2025|(30.2),-,0.0,0.0,0.0,0.0,0.0,0.0,-,(11.7),0.0,(41.9)
03 Mar 2025|(16.1),-,0.0,4.0,0.0,0.0,0.0,0.0,-,0.0,0.0,(12.1)
04 Mar 2025|(26.3),-,21.7,0.0,0.0,0.0,0.0,0.0,-,10.7,8.5,14.6
05 Mar 2025|0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,-,(63.3),0.0,(63.3)
06 Mar 2025|(10.0),-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,(10.0)
07 Mar 2025|(11.2),-,(11.9),0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,(23.1)
10 Mar 2025|0.0,-,(23.7),(1.6),(3.5),0.0,0.0,0.0,-,(4.8),(3.9),(37.5)
11 Mar 2025|(11.8),-,(9.8),0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,(21.6)
12 Mar 2025|0.0,-,(3.7),0.0,(1.7),0.0,0.0,(1.4),-,0.0,(3.5),(10.3)
13 Mar 2025|(15.1),-,(12.5),0.0,(0.5),1.4,0.0,0.0,-,(41.7),(5.2),(73.6)
14 Mar 2025|(36.4),-,(11.6),0.0,0.0,0.0,1.1,0.0,-,0.0,0.0,(46.9)
17 Mar 2025|0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,-,(7.3),0.0,(7.3)
18 Mar 2025|(40.2),-,(3.3),0.0,0.0,0.0,0.0,0.0,-,0.0,(9.3),(52.8)
19 Mar 2025|(12.9),-,(2.0),0.0,0.7,0.0,0.0,0.0,-,10.2,(7.7),(11.7)
20 Mar 2025|(9.0),-,(3.5),0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,(12.5)
21 Mar 2025|(11.9),-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,(6.7),(18.6)
24 Mar 2025|0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
25 Mar 2025|0.0,-,0.0,0.0,0.0,0.0,(1.5),0.0,-,0.0,(1.8),(3.3)
26 Mar 2025|0.0,-,(1.0),0.0,0.0,0.0,0.0,0.0,-,0.0,(4.9),(5.9)
27 Mar 2025|0.0,-,(2.0),0.0,0.0,(2.2),0.0,0.0,-,0.0,0.0,(4.2)
28 Mar 2025|0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,-,4.7,0.0,4.7
31 Mar 2025|0.0,-,6.4,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,6.4
01 Apr 2025|0.0,-,0.0,(2.6),1.7,0.0,0.0,0.0,-,0.0,(2.7),(3.6)
02 Apr 2025|(20.2),-,0.0,0.0,0.0,0.0,0.0,0.0,-,(31.1),0.0,(51.3)
03 Apr 2025|0.0,-,0.0,(3.6),0.0,0.0,0.0,0.0,-,0.0,0.0,(3.6)
04 Apr 2025|0.0,-,0.0,0.0,0.0,0.0,0.0,2.1,-,0.0,0.0,2.1
07 Apr 2025|0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
08 Apr 2025|0.0,-,(3.3),0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,(3.3)
09 Apr 2025|(5.5),-,(5.7),0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,(11.2)
10 Apr 2025|6.4,-,(36.0),(2.5),0.0,(4.4),0.0,0.0,-,(2.3),0.0,(38.8)
11 Apr 2025|0.0,-,0.0,(3.1),0.0,0.0,0.0,0.0,-,(26.1),0.0,(29.2)
14 Apr 2025|0.0,-,(7.8),0.0,1.8,0.0,0.0,0.0,-,0.0,0.0,(6.0)
15 Apr 2025|0.0,-,(3.6),0.0,0.0,0.0,0.0,0.0,-,(10.6),0.0,(14.2)
16 Apr 2025|(4.3),-,0.0,0.0,0.0,0.0,0.0,(1.8),-,(8.2),2.2,(12.1)
17 Apr 2025|0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
18 Apr 2025|-,-,-,-,-,-,-,-,-,-,-,0.0
21 Apr 2025|0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,-,(25.4),0.0,(25.4)
22 Apr 2025|0.0,-,32.7,6.1,0.0,0.0,0.0,0.0,-,0.0,0.0,38.8
23 Apr 2025|(30.3),-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,6.4,(23.9)
24 Apr 2025|40.0,-,0.0,5.1,4.1,2.6,0.0,0.0,-,(6.6),18.3,63.5
25 Apr 2025|54.4,-,35.9,1.8,0.0,0.0,1.8,0.0,-,0.0,10.2,104.1
28 Apr 2025|67.5,-,0.0,(3.4),0.0,0.0,0.0,0.0,-,0.0,0.0,64.1
29 Apr 2025|0.0,-,25.5,0.0,0.0,0.0,0.0,0.0,-,(7.1),0.0,18.4
30 Apr 2025|0.0,-,5.8,(1.0),0.0,0.0,0.0,0.0,-,(7.1),0.0,(2.3)
01 May 2025|0.0,-,6.5,0.0,0.0,0.0,0.0,0.0,-,(12.0),12.0,6.5
02 May 2025|20.1,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,20.1
05 May 2025|0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0
06 May 2025|0.0,-,(17.9),0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,(17.9)
07 May 2025|(21.8),-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,(21.8)
08 May 2025|0.0,-,(19.3),0.0,0.0,0.0,0.0,0.0,-,0.0,3.2,(16.1)
09 May 2025|17.6,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,17.6
12 May 2025|0.0,-,(8.0),0.0,0.0,0.0,0.0,0.0,-,(9.6),0.0,(17.6)
13 May 2025|0.0,-,0.0,0.0,0.0,3.0,0.0,3.1,-,0.0,7.4,13.5
14 May 2025|57.6,-,5.9,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,63.5
15 May 2025|8.4,-,(31.6),0.0,0.0,0.0,0.0,0.0,-,(16.6),0.0,(39.8)
16 May 2025|0.0,-,13.6,0.0,0.0,0.0,0.0,0.0,-,0.0,8.6,22.2
19 May 2025|13.7,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,13.7
20 May 2025|45.0,-,19.8,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,64.8
21 May 2025|24.9,-,(24.3),0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.6
22 May 2025|0.0,-,42.2,5.7,0.0,0.0,0.0,0.0,-,43.7,18.9,110.5
23 May 2025|52.8,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,5.8,58.6
26 May 2025|-,-,-,-,-,-,-,-,-,-,-,0.0
27 May 2025|32.5,-,3.4,0.0,0.0,2.9,0.0,0.0,-,0.0,0.0,38.8
28 May 2025|52.7,-,25.7,0.0,0.0,0.0,1.6,0.0,-,0.0,4.9,84.9
29 May 2025|50.4,-,38.3,4.6,0.0,0.0,0.0,0.0,-,(4.6),3.2,91.9
30 May 2025|70.2,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,70.2
02 Jun 2025|48.4,-,29.8,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,78.2
03 Jun 2025|77.1,-,21.0,0.0,0.0,0.0,0.0,3.0,-,0.0,8.4,109.5
04 Jun 2025|73.2,-,(23.6),0.0,0.0,0.0,0.0,0.0,-,0.0,7.4,57.0
05 Jun 2025|34.7,-,(23.4),0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,11.3
06 Jun 2025|15.9,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,9.4,25.3
09 Jun 2025|35.2,-,12.9,0.0,0.0,0.0,0.0,0.0,-,0.0,4.6,52.7
10 Jun 2025|80.6,-,26.3,8.4,0.0,0.0,0.0,0.0,-,0.0,9.7,125.0
11 Jun 2025|163.6,-,37.3,6.5,0.0,0.0,0.0,0.0,-,13.3,19.6,240.3
12 Jun 2025|101.5,-,10.8,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,112.3
13 Jun 2025|0.0,-,(8.8),0.0,0.0,0.0,0.0,0.0,-,0.0,6.7,(2.1)
16 Jun 2025|16.1,-,5.3,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,21.4
17 Jun 2025|36.7,-,(20.2),3.6,0.0,0.0,0.0,0.0,-,(9.0),0.0,11.1
18 Jun 2025|15.1,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,4.0,19.1
19 Jun 2025|-,-,-,-,-,-,-,-,-,-,-,0.0
20 Jun 2025|(19.7),-,0.0,0.0,0.0,1.8,0.0,0.0,-,0.0,6.6,(11.3)
23 Jun 2025|25.8,-,60.5,0.0,0.0,0.0,0.0,0.0,-,9.0,5.4,100.7
24 Jun 2025|98.0,-,(26.7),0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,71.3
25 Jun 2025|55.2,-,0.0,5.2,0.0,0.0,0.0,0.0,-,0.0,0.0,60.4
26 Jun 2025|5.9,-,4.9,2.6,0.0,0.0,0.0,0.0,-,(27.4),(12.4),(26.4)
27 Jun 2025|48.1,-,28.9,0.0,0.5,0.0,0.0,0.0,-,0.0,0.0,77.5
30 Jun 2025|6.1,-,25.7,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,31.8
01 Jul 2025|54.8,-,(24.1),0.0,0.0,0.0,0.0,0.0,-,10.0,0.0,40.7
02 Jul 2025|(46.9),-,25.8,8.3,0.0,2.8,0.0,0.0,-,0.0,8.1,(1.9)
03 Jul 2025|85.4,-,64.6,0.0,0.0,0.0,0.0,0.0,-,(5.4),3.9,148.5
07 Jul 2025|53.2,-,8.9,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,62.1
08 Jul 2025|25.3,-,(0.7),4.9,0.0,0.0,0.0,0.0,-,7.9,9.3,46.7
09 Jul 2025|158.6,-,29.5,0.0,0.0,0.0,0.0,5.2,-,0.0,18.0,211.3
10 Jul 2025|300.9,-,37.3,3.2,0.0,2.1,0.0,0.0,-,18.9,20.7,383.1
11 Jul 2025|137.1,-,12.0,8.6,5.1,6.6,0.0,0.0,-,10.0,25.5,204.9
14 Jul 2025|151.4,-,31.4,11.2,0.0,6.6,0.0,5.7,-,8.9,43.8,259.0
